Wavelength,n,k
305, 1.525591, 1.319723
306, 1.528961, 1.308379
307, 1.531469, 1.298087
308, 1.53331, 1.28885
309,1.534657,1.280645
310, 1.535656, 1.27343
311, 1.536435,1.267148
312, 1.537095, 1.261736
313, 1.537722, 1.257125
314, 1.53838, 1.253247
315,1.539122, 1.250038
316, 1.539987, 1.247433
317, 1.541002, 1.245376
318, 1.542188, 1.243813
319, 1.543557, 1.242697
320, 1.545118, 1.241986
321, 1.546875, 1.241642
322, 1.548828, 1.241634
323, 1.550976, 1.241933
324, 1.553316, 1.242518
325, 1.555846, 1.24337
326, 1.558561,1.244472
327, 1.561458, 1.245813
328, 1.564535, 1.247383
329, 1.567788, 1.249178
330, 1.571217, 1.251192
331, 1.574822, 1.253424
332, 1.578605, 1.255874
333, 1.582568, 1.258544
334, 1.586718, 1.261437
335, 1.591061, 1.264558
336, 1.595606, 1.267912
337, 1.600366, 1.271505
338, 1.605354, 1.275344
339, 1.610588, 1.279435
340, 1.616086, 1.283787
341, 1.621871, 1.288405
342, 1.62797, 1.293295
343,1.634412, 1.298462
344, 1.641229, 1.30391
345, 1.648458,1.309639
346, 1.656139, 1.31565
347, 1.664316,1.321937
348, 1.673037, 1.328494
349, 1.682355, 1.335307
350, 1.692326, 1.342358
351, 1.70301, 1.349623
352,1.714469, 1.35707
353, 1.72677,1.364658
354,1.73998, 1.372337
355,1.754169, 1.380045
356, 1.769405, 1.387707
357, 1.785756, 1.395236
358, 1.803285, 1.402527
359, 1.822047, 1.409462
360, 1.84209, 1.415905
361,1.863446, 1.421702
362, 1.886132, 1.426685
363, 1.910143, 1.430669
364, 1.935446, 1.433459
365, 1.96198, 1.434848
366,1.989648, 1.434626
367, 2.018313, 1.432587
368, 2.0478, 1.428534
369, 2.077891, 1.422289
370, 2.108331, 1.413703
371, 2.138829, 1.402668
372, 2.169065, 1.38912
373, 2.198705,1.373055
374, 2.227407, 1.354524
375, 2.254837, 1.333644
376, 2.280686, 1.31059
377, 2.304679,1.28559
378, 2.326587,1.258917
379, 2.346236, 1.230877
380, 2.363514, 1.201793
381, 2.378365, 1.171994
382, 2.390792, 1.1418
383, 2.400851, 1.111514
384, 2.40864, 1.081409
385,2.414291, 1.051726
386, 2.417963, 1.022668
387, 2.41983, 0.994402
388,2.420074, 0.967056
389, 2.418878, 0.940725
390, 2.416424, 0.915474
391, 2.412882, 0.891341
392, 2.408413, 0.868341
393, 2.403165, 0.846471
394, 2.397272, 0.825712
395, 2.390854, 0.806035
396, 2.384017, 0.787402
397, 2.376856, 0.769771
398, 2.36945, 0.753092
399,2.36187, 0.737317
400,2.354177, 0.722394
401, 2.346421, 0.708275
402, 2.338644, 0.694908
403, 2.330884, 0.682246
404, 2.323168, 0.670244
405, 2.315523, 0.658857
406, 2.307968, 0.648045
407, 2.300518, 0.637767
408, 2.293185, 0.627987
409, 2.285981, 0.618672
410, 2.278912, 0.609789
411, 2.271982, 0.601308
412, 2.265195, 0.593203
413, 2.258554, 0.585447
414, 2.25206, 0.578017
415,2.245711, 0.570891
416, 2.239507, 0.564049
417, 2.233447, 0.557473
418, 2.227528, 0.551144
419, 2.221748, 0.545047
420, 2.216104, 0.539167
421, 2.210593, 0.533491
422, 2.205211, 0.528007
423, 2.199956, 0.522701
424, 2.194823, 0.517565
425, 2.18981, 0.512587
426,2.184912, 0.507759
427, 2.180126, 0.503072
428, 2.175449, 0.498519
429, 2.170877, 0.494091
430, 2.166408, 0.489783
431, 2.162036, 0.485587
432, 2.15776, 0.481499
433,2.153576, 0.477512
434, 2.149481, 0.473621
435, 2.145473, 0.469823
436, 2.141547, 0.466112
437, 2.137703, 0.462484
438, 2.133936, 0.458936
439, 2.130244, 0.455464
440, 2.126625, 0.452064
441, 2.123077, 0.448734
442, 2.119597, 0.445471
443, 2.116182, 0.442271
444, 2.112832, 0.439133
445, 2.109543, 0.436054
446, 2.106314, 0.433031
447, 2.103142, 0.430063
448, 2.100027, 0.427147
449, 2.096966, 0.424282
450, 2.093958, 0.421466
451, 2.091, 0.418697
452,2.088092, 0.415974
453, 2.085232, 0.413295
454, 2.082419, 0.410658
455, 2.079651, 0.408063
456, 2.076926, 0.405508
457, 2.074244, 0.402992
458, 2.071604, 0.400513
459, 2.069004, 0.398071
460, 2.066443, 0.395664
461, 2.06392, 0.393293
462,2.061434, 0.390954
463, 2.058983, 0.388649
464, 2.056568, 0.386375
465, 2.054187, 0.384133
466, 2.05184, 0.381921
467,2.049524, 0.379738
468, 2.04724, 0.377584
469,2.044987, 0.375459
470, 2.042764, 0.373361
471, 2.040571, 0.371289
472, 2.038406, 0.369245
473, 2.036268, 0.367225
474, 2.034159, 0.365231
475, 2.032075, 0.363262
476, 2.030018, 0.361316
477, 2.027986, 0.359394
478, 2.025979, 0.357495
479, 2.023996, 0.355619
480, 2.022037, 0.353765
481, 2.020102, 0.351933
482, 2.018189, 0.350122
483, 2.016298, 0.348332
484, 2.01443, 0.346563
485,2.012582, 0.344814
486, 2.010756, 0.343084
487, 2.00895, 0.341375
488,2.007165, 0.339684
489, 2.005399, 0.338012
490, 2.003653, 0.336358
491, 2.001926, 0.334722
492, 2.000218, 0.333105
493, 1.998528, 0.331505
494, 1.996856, 0.329922
495, 1.995202, 0.328356
496, 1.993565, 0.326806
497, 1.991946, 0.325274
498, 1.990343, 0.323757
499, 1.988757, 0.322256
500, 1.987187, 0.320771
501, 1.985633, 0.319301
502, 1.984096, 0.317846
503, 1.982573, 0.316407
504, 1.981066, 0.314982
505, 1.979575, 0.313571
506, 1.978098, 0.312175
507, 1.976636, 0.310793
508, 1.975188, 0.309425
509, 1.973755, 0.30807
510, 1.972336,0.306729
511, 1.97093, 0.305401
512,1.969539, 0.304086
513, 1.968161, 0.302784
514, 1.966797, 0.301495
515, 1.965446, 0.300219
516, 1.964108, 0.298954
517, 1.962783, 0.297702
518, 1.961472, 0.296462
519, 1.960173, 0.295234
520, 1.958887, 0.294017
521, 1.957614, 0.292812
522, 1.956353, 0.291618
523, 1.955105, 0.290435
524, 1.953871, 0.289263
525, 1.952649, 0.288102
526, 1.951442, 0.28695
527, 1.950247,0.285807
528, 1.949064, 0.284671
529, 1.947892, 0.283543
530, 1.946731, 0.282423
531, 1.94558, 0.281311
532,1.94444, 0.280208
533,1.94331, 0.279111
534,1.942189, 0.278023
535, 1.941079, 0.276943
536, 1.939977, 0.27587
537, 1.938884,0.274805
538, 1.937801, 0.273747
539, 1.936726, 0.272697
540, 1.93566, 0.271655
541,1.934603, 0.27062
542, 1.933554,0.269592
543, 1.932513, 0.268572
544, 1.93148, 0.267558
545,1.930456, 0.266552
546, 1.929439, 0.265553
547, 1.92843, 0.264562
548,1.927428, 0.263577
549, 1.926434, 0.262599
550, 1.925447, 0.261628
551, 1.924468, 0.260664
552, 1.923496, 0.259706
553, 1.922531, 0.258755
554, 1.921573, 0.257811
555, 1.920622, 0.256874
556, 1.919677, 0.255943
557, 1.91874, 0.255018
558,1.917809, 0.2541
559, 1.916885, 0.253189
560, 1.915967, 0.252283
561, 1.915056, 0.251384
562, 1.914151, 0.250491
563, 1.913252, 0.249604
564, 1.912359, 0.248724
565, 1.911473, 0.247849
566, 1.910592, 0.24698
567, 1.909718,0.246117
568, 1.908849, 0.24526
569, 1.907986,0.244409
570, 1.907129, 0.243564
571, 1.906278, 0.242725
572, 1.905432, 0.241891
573, 1.904593, 0.241062
574, 1.903758, 0.24024
575, 1.902929,0.239422
576, 1.902105, 0.238611
577, 1.901287, 0.237804
578, 1.900474, 0.237003
579, 1.899666, 0.236208
580, 1.898864, 0.235417
581, 1.898067, 0.234632
582, 1.897274, 0.233852
583, 1.896487, 0.233078
584, 1.895705, 0.232308
585, 1.894927, 0.231543
586, 1.894155, 0.230784
587, 1.893387, 0.230029
588, 1.892624, 0.229279
589, 1.891866, 0.228534
590, 1.891113, 0.227794
591, 1.890364, 0.227059
592, 1.88962, 0.226329
593,1.888881, 0.225603
594, 1.888146, 0.224882
595, 1.887415, 0.224165
596, 1.886689, 0.223453
597, 1.885968, 0.222746
598, 1.88525, 0.222043
599,1.884537, 0.221344
600, 1.883829, 0.22065
601, 1.883124,0.219961
602, 1.882424, 0.219276
603, 1.881728, 0.218595
604, 1.881036, 0.217918
605, 1.880348, 0.217245
606, 1.879665, 0.216577
607, 1.878985, 0.215913
608, 1.878309, 0.215253
609, 1.877637, 0.214597
610, 1.876969, 0.213945
611, 1.876306, 0.213297
612, 1.875645, 0.212654
613, 1.874989, 0.212014
614, 1.874337, 0.211378
615, 1.873688, 0.210746
616, 1.873043, 0.210117
617, 1.872402, 0.209493
618, 1.871764, 0.208872
619, 1.87113, 0.208255
620,1.8705, 0.207642
621, 1.869873, 0.207033
622, 1.86925, 0.206427
623,1.86863, 0.205825
624,1.868014, 0.205226
625, 1.867401, 0.204631
626, 1.866792, 0.20404
627, 1.866186,0.203452
628, 1.865583, 0.202867
629, 1.864984, 0.202286
630, 1.864388, 0.201708
631, 1.863796, 0.201134
632, 1.863207, 0.200563
633, 1.862621, 0.199996
634, 1.862038, 0.199431
635, 1.861458, 0.198871
636, 1.860882, 0.198313
637, 1.860308, 0.197758
638, 1.859738, 0.197207
639, 1.859171, 0.196659
640, 1.858607, 0.196114
641, 1.858046, 0.195572
642, 1.857489, 0.195033
643, 1.856934, 0.194498
644, 1.856382, 0.193965
645, 1.855833, 0.193436
646, 1.855287, 0.192909
647, 1.854744, 0.192385
648, 1.854204, 0.191865
649, 1.853666, 0.191347
650, 1.853132, 0.190832
651, 1.8526, 0.19032
652, 1.852072,0.189811
653, 1.851545, 0.189305
654, 1.851022, 0.188801
655, 1.850502, 0.188301
656, 1.849984, 0.187803
657, 1.849469, 0.187308
658, 1.848957, 0.186815
659, 1.848447, 0.186325
660, 1.84794, 0.185838
661,1.847435, 0.185354
662, 1.846934, 0.184872
663, 1.846434, 0.184393
664, 1.845938, 0.183917
665, 1.845444, 0.183443
666, 1.844952, 0.182971
667, 1.844463, 0.182502
668, 1.843977, 0.182036
669, 1.843493, 0.181572
670, 1.843011, 0.181111
671, 1.842532, 0.180652
672, 1.842056, 0.180195
673, 1.841581, 0.179741
674, 1.841109, 0.17929
675, 1.84064,0.17884
676,1.840173,0.178393
677, 1.839708, 0.177949
678, 1.839246, 0.177507
679, 1.838786, 0.177067
680, 1.838328, 0.176629
681, 1.837872, 0.176194
682, 1.837419, 0.175761
683, 1.836968, 0.17533
684, 1.836519,0.174901
685, 1.836073, 0.174475
686, 1.835629, 0.174051
687, 1.835187, 0.173629
688, 1.834747, 0.173209
689, 1.834309, 0.172791
690, 1.833873, 0.172375
691, 1.83344, 0.171962
692,1.833009, 0.171551
693, 1.832579, 0.171141
694, 1.832152, 0.170734
695, 1.831727, 0.170329
696, 1.831304, 0.169926
697, 1.830883, 0.169525
698, 1.830464, 0.169126
699, 1.830048, 0.168728
700, 1.829633, 0.168333
701, 1.82922, 0.16794
702,1.828809,0.167549
703, 1.8284, 0.16716
704, 1.827993,0.166772
705, 1.827588, 0.166387
706, 1.827185, 0.166003
707, 1.826784, 0.165622
708, 1.826385, 0.165242
709, 1.825988, 0.164864
710, 1.825592, 0.164488
711, 1.825199, 0.164113
712, 1.824807, 0.163741
713, 1.824417, 0.16337
714, 1.824029,0.163001
715, 1.823643, 0.162634
716, 1.823259, 0.162269
717, 1.822876, 0.161905
718, 1.822495, 0.161543
719, 1.822116, 0.161183
720, 1.821739, 0.160825
721, 1.821364, 0.160468
722, 1.82099, 0.160113
723,1.820618, 0.15976
724, 1.820248,0.159408
725, 1.81988, 0.159058
726,1.819513, 0.15871
727, 1.819148,0.158363
728, 1.818784, 0.158018
729, 1.818423, 0.157674
730, 1.818063, 0.157332
731, 1.817704, 0.156992
732, 1.817348, 0.156653
733, 1.816992, 0.156316
734, 1.816639, 0.155981
735, 1.816287, 0.155647
736, 1.815937, 0.155314
737, 1.815588, 0.154983
738, 1.815241, 0.154653
739, 1.814896, 0.154326
740, 1.814552, 0.153999
741, 1.814209, 0.153674
742, 1.813869, 0.15335
743, 1.813529,0.153028
744, 1.813192, 0.152708
745, 1.812855, 0.152389
746, 1.812521, 0.152071
747, 1.812188, 0.151755
748, 1.811856, 0.15144
749, 1.811526,0.151126
750, 1.811197, 0.150814
751, 1.81087, 0.150503
752,1.810544, 0.150194
753, 1.81022, 0.149886
754,1.809897, 0.149579
755, 1.809576, 0.149274
756, 1.809256, 0.14897
757, 1.808938,0.148667
758, 1.808621, 0.148366
759, 1.808305, 0.148066
760, 1.807991, 0.147767
761, 1.807678, 0.14747
762, 1.807366,0.147173
763, 1.807056, 0.146878
764, 1.806747, 0.146585
765, 1.80644, 0.146292
766,1.806134, 0.146001
767, 1.805829, 0.145711
768, 1.805526, 0.145422
769, 1.805224, 0.145135
770, 1.804923, 0.144848
771, 1.804623, 0.144563
772, 1.804325, 0.144279
773, 1.804028, 0.143996
774, 1.803733, 0.143715
775, 1.803438, 0.143434
776, 1.803145, 0.143155
777, 1.802853, 0.142877
778, 1.802563, 0.1426
779, 1.802274, 0.142324
780, 1.801985, 0.142049
781, 1.801698, 0.141776
782, 1.801413, 0.141503
783, 1.801128, 0.141232
784, 1.800845, 0.140962
785, 1.800563, 0.140693
786, 1.800282, 0.140425
787, 1.800002, 0.140158
788, 1.799724, 0.139892
789, 1.799446, 0.139627
790, 1.79917, 0.139363
791,1.798895, 0.139101
792, 1.798621, 0.138839
793, 1.798349, 0.138578
794, 1.798077, 0.138319
795, 1.797806, 0.13806
796, 1.797537,0.137803
797, 1.797269, 0.137547
798, 1.797002, 0.137291
799, 1.796736, 0.137037
800, 1.796471, 0.136783
801, 1.796207, 0.136531
802, 1.795944, 0.136279
803, 1.795682, 0.136029
804, 1.795422, 0.13578
805, 1.795162,0.135531
806, 1.794904, 0.135284
807, 1.794646, 0.135037
808, 1.79439, 0.134791
809,1.794134, 0.134547
810, 1.79388, 0.134303
811,1.793627, 0.13406
812, 1.793375,0.133819
813, 1.793123, 0.133578
814, 1.792873, 0.133338
815, 1.792624, 0.133099
816, 1.792376, 0.132861
817, 1.792129, 0.132623
818, 1.791882, 0.132387
819, 1.791637, 0.132152
820, 1.791393, 0.131917
821, 1.79115, 0.131684
822,1.790907, 0.131451
823, 1.790666, 0.131219
824, 1.790426, 0.130988
825, 1.790186, 0.130758
826, 1.789948, 0.130529
827, 1.78971, 0.1303
828,1.789474, 0.130073
829, 1.789238, 0.129846
830, 1.789003, 0.12962
831, 1.788769,0.129395
832, 1.788537, 0.129171
833, 1.788305, 0.128947
834, 1.788074, 0.128725
835, 1.787843, 0.128503
836, 1.787614, 0.128282
837, 1.787386, 0.128062
838, 1.787158, 0.127843
839, 1.786932, 0.127624
840, 1.786706, 0.127407
841, 1.786481, 0.12719
842, 1.786257,0.126974
843, 1.786034, 0.126759
844, 1.785812, 0.126544
845, 1.785591, 0.12633
846, 1.78537,0.126117
847,1.78515, 0.125905
848,1.784932, 0.125694
849, 1.784714, 0.125483
850, 1.784496, 0.125273
851, 1.78428, 0.125064
852,1.784065, 0.124855
853, 1.78385, 0.124648
854,1.783636, 0.124441
855, 1.783423, 0.124234
856, 1.783211, 0.124029
857, 1.783, 0.123824
858,1.782789, 0.12362
859, 1.782579,0.123417
860, 1.78237, 0.123214
861,1.782162, 0.123012
862, 1.781954, 0.122811
863, 1.781748, 0.12261
864, 1.781542,0.122411
865, 1.781337, 0.122212
866, 1.781132, 0.122013
867, 1.780929, 0.121815
868, 1.780726, 0.121618
869, 1.780524, 0.121422
870, 1.780323, 0.121226
871, 1.780122, 0.121031
872, 1.779922, 0.120837
873, 1.779723, 0.120643
874, 1.779525, 0.12045
875, 1.779327,0.120258
876, 1.77913, 0.120066
877,1.778934, 0.119875
878, 1.778739, 0.119685
879, 1.778544, 0.119495
880, 1.77835, 0.119306
881,1.778157, 0.119118
882, 1.777964, 0.11893
883, 1.777773,0.118743
884, 1.777582, 0.118556
885, 1.777391, 0.11837
886, 1.777201,0.118185
887, 1.777012, 0.118
888, 1.776824,0.117816
889, 1.776636, 0.117633
890, 1.776449, 0.11745
891, 1.776263,0.117268
892, 1.776077, 0.117086
893, 1.775892, 0.116905
894, 1.775708, 0.116724
895, 1.775524, 0.116545
896, 1.775341, 0.116365
897, 1.775159, 0.116187
898, 1.774977, 0.116009
899, 1.774796, 0.115831
900, 1.774616, 0.115654
901, 1.774436, 0.115478
902, 1.774257, 0.115302
903, 1.774079, 0.115127
904, 1.773901, 0.114952
905, 1.773724, 0.114778
906, 1.773548, 0.114605
907, 1.773372, 0.114432
908, 1.773196, 0.11426
909, 1.773022,0.114088
910, 1.772848, 0.113917
911, 1.772674, 0.113746
912, 1.772501, 0.113576
913, 1.772329, 0.113406
914, 1.772158, 0.113237
915, 1.771987, 0.113069
916, 1.771816, 0.112901
917, 1.771647, 0.112733
918, 1.771477, 0.112566
919, 1.771309, 0.1124
920, 1.771141, 0.112234
921, 1.770973, 0.112069
922, 1.770807, 0.111904
923, 1.77064, 0.111739
924,1.770475, 0.111576
925, 1.77031, 0.111412
926,1.770145, 0.11125
927, 1.769981,0.111087
928, 1.769818, 0.110926
929, 1.769655, 0.110764
930, 1.769493, 0.110604
931, 1.769331, 0.110443
932, 1.76917, 0.110284
933,1.769009, 0.110124
934, 1.768849, 0.109966
935, 1.76869, 0.109807
936,1.768531, 0.109649
